datetime,Guide Target_ft,Reservoir Level_ft,outflow_cfs,WaterSupply_cfs,inflow_cfs
5/6/2014,251.5,252,783,60,313
5/7/2014,251.5,251.91,729,59,225
5/8/2014,251.5,251.85,476,75,176
5/9/2014,251.5,251.77,330,72,99
5/10/2014,251.5,251.75,289,56,220
5/11/2014,251.5,251.73,241,67,183
5/12/2014,251.5,251.7,241,66,119
5/13/2014,251.5,251.65,241,64,8
5/14/2014,251.5,251.56,240,79,244
5/15/2014,251.5,252.46,186,61,6046
5/16/2014,251.5,256.08,404,55,26142
5/17/2014,251.5,256.56,1091,65,4887
5/18/2014,251.5,256.47,1906,43,1249
5/19/2014,251.5,256.23,2438,75,647
5/20/2014,251.5,255.92,2718,68,403
5/21/2014,251.5,255.63,2711,62,616
5/22/2014,251.5,255.3,2703,75,324
5/23/2014,251.5,254.97,2694,71,320
5/24/2014,251.5,254.6,2685,72,113
5/25/2014,251.5,254.24,2676,65,169
5/26/2014,251.5,253.88,2667,65,188
5/27/2014,251.5,253.56,2658,57,507
5/28/2014,251.5,253.2,2649,78,242
5/29/2014,251.5,252.88,2298,61,184
5/30/2014,251.5,252.73,1292,71,370
5/31/2014,251.5,252.62,687,61,19
6/1/2014,251.5,252.52,686,61,85
6/2/2014,251.5,252.4,685,61,49
6/3/2014,251.5,252.3,733,81,152
6/4/2014,251.5,252.21,800,61,265
6/5/2014,251.5,252.1,800,75,146
6/6/2014,251.5,251.98,798,77,87
6/7/2014,251.5,251.88,798,68,240
6/8/2014,251.5,251.75,797,67,51
6/9/2014,251.5,251.76,357,70,490
6/10/2014,251.5,251.73,97,65,26
6/11/2014,251.5,251.76,97,72,357
6/12/2014,251.5,251.76,97,67,164
6/13/2014,251.5,251.84,97,63,661
6/14/2014,251.5,251.83,98,62,97
6/15/2014,251.5,251.77,97,66,212
6/16/2014,251.5,251.75,97,59,31
6/17/2014,251.5,251.72,97,75,16
6/18/2014,251.5,251.69,97,70,21
6/19/2014,251.5,251.71,97,65,287
6/20/2014,251.5,251.76,97,65,475
6/21/2014,251.5,251.69,97,81,260
6/22/2014,251.5,251.65,97,62,91
6/23/2014,251.5,251.6,97,64,152
6/24/2014,251.5,251.56,97,64,89
6/25/2014,251.5,251.55,97,74,108
6/26/2014,251.5,251.53,97,64,36
6/27/2014,251.5,251.52,97,71,105
6/28/2014,251.5,251.53,97,59,219
6/29/2014,251.5,251.48,97,66,150
6/30/2014,251.5,251.45,97,56,35
7/1/2014,251.5,251.44,97,63,723
7/2/2014,251.5,251.33,97,82,509
7/3/2014,251.5,251.26,97,64,277
7/4/2014,251.5,251.2,97,46,232
7/5/2014,251.5,251.18,97,85,57
7/6/2014,251.5,251.13,97,71,145
7/7/2014,251.5,251.05,97,80,324
7/8/2014,251.5,251.06,97,84,244
7/9/2014,251.5,251.01,97,65,151
7/10/2014,251.5,250.96,97,72,127
7/11/2014,251.5,250.91,97,57,139
7/12/2014,251.5,250.9,97,77,116
7/13/2014,251.5,251.37,97,74,3071
7/14/2014,251.5,251.44,97,66,601
7/15/2014,251.5,251.44,97,62,159
7/16/2014,251.5,251.39,97,66,150
7/17/2014,251.5,251.38,97,62,96
7/18/2014,251.5,251.35,97,67,24
7/19/2014,251.5,251.41,97,66,539
7/20/2014,251.5,251.4,97,54,88
7/21/2014,251.5,251.4,97,66,163
7/22/2014,251.5,251.5,97,59,782
7/23/2014,251.5,251.54,97,59,406
7/24/2014,251.5,251.53,97,66,100
7/25/2014,251.5,251.58,97,47,457
7/26/2014,251.5,251.57,97,67,101
7/27/2014,251.5,251.5,97,67,274
7/28/2014,251.5,251.46,97,67,87
7/29/2014,251.5,251.44,97,64,36
7/30/2014,251.5,251.75,97,63,1099
7/31/2014,251.5,251.78,97,50,335
8/1/2014,251.5,251.6,97,63,1161
8/2/2014,251.5,251.75,97,63,1099
8/3/2014,251.5,251.78,97,50,335
8/4/2014,251.5,251.79,97,62,222
8/5/2014,251.5,251.76,97,62,29
8/6/2014,251.5,251.73,97,81,10
8/7/2014,251.5,251.7,97,77,14
8/8/2014,251.5,251.66,97,77,76
8/9/2014,251.5,251.71,97,66,476
8/10/2014,251.5,251.83,97,43,891
8/11/2014,251.5,251.84,98,65,226
8/12/2014,251.5,251.98,98,56,1030
8/13/2014,251.5,252.29,268,74,2388
8/14/2014,251.5,252.23,507,70,180
8/15/2014,251.5,252.12,604,67,58
8/16/2014,251.5,252,741,67,13
8/17/2014,251.5,251.88,741,66,56
8/18/2014,251.5,251.85,446,53,311
8/19/2014,251.5,251.85,153,76,229
8/20/2014,251.5,251.87,153,62,340
8/21/2014,251.5,251.84,130,65,7
8/22/2014,251.5,251.81,97,78,13
8/23/2014,251.5,251.76,97,63,153
8/24/2014,251.5,251.72,97,63,91
8/25/2014,251.5,251.68,97,71,82
8/26/2014,251.5,251.65,97,76,15
8/27/2014,251.5,251.61,97,63,90
8/28/2014,251.5,251.57,97,77,77
8/29/2014,251.5,251.51,97,66,212
8/30/2014,251.5,251.47,97,66,88
8/31/2014,251.5,251.42,97,66,150
9/1/2014,251.5,251.4,97,66,38
9/2/2014,251.5,251.35,97,69,147
9/3/2014,251.5,251.34,97,71,105
9/4/2014,251.5,251.48,97,85,1058
9/5/2014,251.5,251.47,97,65,99
9/6/2014,251.5,251.44,97,63,28
9/7/2014,251.5,251.4,97,78,75
9/8/2014,251.5,251.53,97,62,972
9/9/2014,251.5,251.56,97,62,347
9/10/2014,251.5,251.52,97,63,90
9/11/2014,251.5,251.55,97,66,351
9/12/2014,251.5,251.47,97,59,345
9/13/2014,251.5,251.49,233,63,421
9/14/2014,251.5,251.39,97,63,465
9/15/2014,251.5,251.35,97,63,91
9/16/2014,251.5,251.33,97,62,34
9/17/2014,251.5,251.29,97,73,80
9/18/2014,251.5,251.24,97,63,153
9/19/2014,251.5,251.22,97,65,37
9/20/2014,251.5,251.19,97,68,23
9/21/2014,251.5,251.15,97,66,88
9/22/2014,251.5,251.11,97,66,87
9/23/2014,251.5,251.03,97,66,338
9/24/2014,251.5,251.72,97,66,4480
9/25/2014,251.5,251.93,98,45,1457
9/26/2014,251.5,251.92,98,67,102
9/27/2014,251.5,251.9,98,67,40
9/28/2014,251.5,251.88,98,67,40
9/29/2014,251.5,251.85,98,62,28
9/30/2014,251.5,251.84,98,47,82
10/1/2014,251.5,251.81,98,76,14
10/2/2014,251.5,251.79,97,47,19
10/3/2014,251.5,251.75,97,82,71
10/4/2014,251.5,251.76,97,70,230
10/5/2014,251.5,251.67,97,63,403
10/6/2014,251.5,251.6,97,75,266
10/7/2014,251.5,251.57,97,67,24
10/8/2014,251.5,251.57,97,52,149
10/9/2014,251.5,251.51,97,70,208
10/10/2014,251.5,251.48,97,87,4
10/11/2014,251.5,251.57,97,73,733
10/12/2014,251.5,251.54,97,67,24
10/13/2014,251.5,251.51,97,38,53
10/14/2014,251.5,251.5,97,68,102
10/15/2014,251.5,251.93,97,58,2845
10/16/2014,251.5,252.02,98,68,737
10/17/2014,251.5,252.02,98,69,167
10/18/2014,251.5,252.04,98,69,299
10/19/2014,251.5,251.99,98,69,160
10/20/2014,251.5,251.95,98,69,83
10/21/2014,251.5,251.97,98,59,282
10/22/2014,251.5,251.92,98,69,146
10/23/2014,251.5,251.89,98,69,21
10/24/2014,251.5,251.82,98,69,271
10/25/2014,251.5,251.79,97,69,22
10/26/2014,251.5,251.76,97,64,19
10/27/2014,251.5,251.72,97,61,93
10/28/2014,251.5,251.68,97,67,86
10/29/2014,251.5,251.71,97,65,350
10/30/2014,251.5,251.66,97,69,147
10/31/2014,251.5,251.61,97,45,171
11/1/2014,251.5,251.63,97,69,291
11/2/2014,251.5,251.59,97,59,85
11/3/2014,251.5,251.55,97,67,86
11/4/2014,251.5,251.52,97,66,25
11/5/2014,251.5,251.5,75,67,17
11/6/2014,251.5,251.5,62,54,116
11/7/2014,251.5,251.52,62,68,255
11/8/2014,251.5,251.52,62,52,114
11/9/2014,251.5,251.5,62,67,4
11/10/2014,251.5,251.48,62,68,4
11/11/2014,251.5,251.47,62,64,63
11/12/2014,251.5,251.47,62,61,123
11/13/2014,251.5,251.47,62,48,110
11/14/2014,251.5,251.42,62,65,186
11/15/2014,251.5,251.36,62,67,247
11/16/2014,251.5,251.35,62,67,66
11/17/2014,251.5,251.44,62,54,679
11/18/2014,251.5,251.37,62,63,313
11/19/2014,251.5,251.36,62,50,49
11/20/2014,251.5,251.33,62,69,57
11/21/2014,251.5,251.32,62,58,57
11/22/2014,251.5,251.32,62,58,120
11/23/2014,251.5,251.26,62,49,265
11/24/2014,251.5,251.4,62,69,1007
11/25/2014,251.5,251.4,62,49,111
11/26/2014,251.5,252.01,62,69,3951
11/27/2014,251.5,252.29,63,49,1967
11/28/2014,251.5,252.4,63,54,846
11/29/2014,251.5,252.46,63,58,519
11/30/2014,251.5,252.51,63,48,442
12/1/2014,251.5,252.48,294,69,164
12/2/2014,251.5,252.39,566,51,21
12/3/2014,251.5,252.34,566,64,299
12/4/2014,251.5,252.15,1131,67,60
12/5/2014,251.5,251.97,1090,47,44
12/6/2014,251.5,251.98,447,66,576
12/7/2014,251.5,251.84,447,53,376
12/8/2014,251.5,251.83,301,69,307
12/9/2014,251.5,251.89,98,50,524
12/10/2014,251.5,252,98,58,844
12/11/2014,251.5,252.08,98,59,687
12/12/2014,251.5,252.08,98,53,151
12/13/2014,251.5,252.11,98,70,367
12/14/2014,251.5,252.1,98,48,80
12/15/2014,251.5,252.08,185,70,122
12/16/2014,251.5,252.08,331,52,383
12/17/2014,251.5,252.04,331,36,102
12/18/2014,251.5,251.99,331,61,65
12/19/2014,251.5,251.94,330,53,70
12/20/2014,251.5,251.91,330,70,212
12/21/2014,251.5,251.86,330,69,86
12/22/2014,251.5,251.88,330,33,488
12/23/2014,251.5,251.93,330,61,704
12/24/2014,251.5,253.19,332,53,8758
12/25/2014,251.5,253.92,336,52,5426
12/26/2014,251.5,254.07,337,52,1441
12/27/2014,251.5,254.14,337,52,889
12/28/2014,251.5,254.16,337,41,521
12/29/2014,251.5,254.39,549,70,2262
12/30/2014,251.5,254.35,1557,60,1332
12/31/2014,251.5,254.04,2693,45,523
1/1/2015,251.5,253.65,3142,60,501
1/2/2015,251.5,253.38,2452,70,659
1/3/2015,251.5,253.16,2061,28,570
1/4/2015,251.5,253.02,1161,70,1161
1/5/2015,251.5,252.71,2052,70,63
1/6/2015,251.5,252.43,2047,54,246
1/7/2015,251.5,252.16,2192,58,462
1/8/2015,251.5,251.9,1490,70,125
1/9/2015,251.5,251.88,395,32,302
1/10/2015,251.5,251.87,153,69,159
1/11/2015,251.5,251.88,153,69,285
1/12/2015,251.5,252.43,154,54,3807
1/13/2015,251.5,252.92,154,54,3454
1/14/2015,251.5,253.1,378,68,1666
1/15/2015,251.5,253.09,961,70,962
1/16/2015,251.5,252.85,2061,41,487
1/17/2015,251.5,252.5,2791,54,527
1/18/2015,251.5,252.3,2783,60,1518
1/19/2015,251.5,252,2777,49,839
1/20/2015,251.5,251.87,1785,56,1028
1/21/2015,251.5,251.86,505,60,502
1/22/2015,251.5,251.83,505,69,386
1/23/2015,251.5,251.92,367,69,999
1/24/2015,251.5,252.25,242,36,2435
1/25/2015,251.5,252.49,242,69,1901
1/26/2015,251.5,252.54,862,69,1262
1/27/2015,251.5,252.43,1543,43,857
1/28/2015,251.5,252.01,1537,63,209
1/29/2015,251.5,252.01,1537,63,209
1/30/2015,251.5,251.92,1107,56,596
1/31/2015,251.5,251.86,505,33,163
2/1/2015,251.5,251.8,505,69,198
2/2/2015,251.5,251.88,505,47,1053
2/3/2015,251.5,251.81,505,60,127
2/4/2015,251.5,251.82,402,65,530
2/5/2015,251.5,251.85,153,66,407
2/6/2015,251.5,251.83,153,63,90
2/7/2015,251.5,251.84,153,63,279
2/8/2015,251.5,251.82,153,63,90
2/9/2015,251.5,251.91,153,36,752
2/10/2015,251.5,252.16,153,69,1845
2/11/2015,251.5,252.18,1291,53,1477
2/12/2015,251.5,252.09,2079,62,1545
2/13/2015,251.5,251.92,1133,38,74
2/14/2015,251.5,252.12,681,49,2026
2/15/2015,251.5,251.83,682,66,1111
2/16/2015,251.5,251.72,680,68,60
2/17/2015,251.5,251.72,680,49,729
2/18/2015,251.5,251.81,558,68,1189
2/19/2015,251.5,251.76,388,39,114
2/20/2015,251.5,251.64,388,54,309
2/21/2015,251.5,251.65,388,68,519
2/22/2015,251.5,251.67,388,68,581
2/23/2015,251.5,251.76,388,68,1019
2/24/2015,251.5,251.86,389,69,1084
2/25/2015,251.5,251.9,511,68,829
2/26/2015,251.5,251.97,682,55,1175
2/27/2015,251.5,251.96,896,68,901
2/28/2015,251.5,251.89,1194,37,793
3/1/2015,251.5,252.08,1194,68,2480
3/2/2015,251.5,252.48,1607,68,4324
3/3/2015,251.5,252.72,2776,50,4416
3/4/2015,251.5,252.56,3264,55,2259
3/5/2015,251.5,252.85,3262,68,5251
3/6/2015,251.5,253.4,3282,43,7080
3/7/2015,251.5,253.24,3286,62,2243
3/8/2015,251.5,252.96,3278,65,1422
3/9/2015,251.5,252.59,3267,68,884
3/10/2015,251.5,252.18,3254,37,576
3/11/2015,251.5,252.01,2155,67,1096
3/12/2015,251.5,251.84,1487,68,488
3/13/2015,251.5,251.77,1098,43,703
3/14/2015,251.5,251.76,739,62,738
3/15/2015,251.5,251.77,739,62,864
3/16/2015,251.5,251.76,739,44,720
3/17/2015,251.5,251.77,739,68,870
3/18/2015,251.5,251.67,500,68,58
3/19/2015,251.5,251.7,226,59,473
3/20/2015,251.5,251.93,153,51,1643
3/21/2015,251.5,252.13,153,36,1488
3/22/2015,251.5,252.21,154,68,752
3/23/2015,251.5,252.24,536,58,793
3/24/2015,251.5,252.09,1027,55,88
3/25/2015,251.5,252.01,1026,30,526
3/26/2015,251.5,251.92,1025,65,523
3/27/2015,251.5,251.93,1025,68,1156
3/28/2015,251.5,251.92,1025,48,1010
3/29/2015,251.5,251.81,1024,51,387
3/30/2015,251.5,251.81,742,39,781
3/31/2015,251.5,251.8,504,68,509
4/1/2015,251.5,251.76,504,48,302
4/2/2015,251.5,251.71,299,68,54
4/3/2015,251.5,251.77,127,52,555
4/4/2015,251.5,251.81,98,50,398
4/5/2015,251.5,251.78,97,65,34
4/6/2015,251.5,251.78,97,42,139
4/7/2015,251.5,251.83,97,68,478
4/8/2015,251.5,251.84,98,41,202
4/9/2015,251.5,251.93,98,67,728
4/10/2015,251.5,251.98,318,61,692
4/11/2015,251.5,251.93,505,68,260
4/12/2015,251.5,251.85,505,46,51
4/13/2015,251.5,251.8,505,49,241
4/14/2015,251.5,251.86,345,68,789
4/15/2015,251.5,251.85,211,68,216
4/16/2015,251.5,251.87,211,41,377
4/17/2015,251.5,251.89,211,68,404
4/18/2015,251.5,251.9,211,68,342
4/19/2015,251.5,251.96,211,68,655
4/20/2015,251.5,252.44,212,46,3423
4/21/2015,251.5,252.88,897,68,3880
4/22/2015,251.5,252.74,2005,56,1133
4/23/2015,251.5,252.42,2473,55,408
4/24/2015,251.5,252.15,1933,55,200
4/25/2015,251.5,252.07,1026,44,540
4/26/2015,251.5,251.99,825,60,359
4/27/2015,251.5,251.88,523,67,98
4/28/2015,251.5,251.87,389,40,366
4/29/2015,251.5,251.83,327,67,143
4/30/2015,251.5,251.88,241,51,605
5/1/2015,251.5,252.13,241,35,1888
5/2/2015,251.5,252.23,242,67,971
5/3/2015,251.5,252.25,242,67,442
5/4/2015,251.5,252.18,447,67,50
5/5/2015,251.5,252.11,683,59,278
5/6/2015,251.5,252.02,683,54,141
5/7/2015,251.5,251.96,491,56,164
5/8/2015,251.5,251.91,266,67,20
5/9/2015,251.5,251.87,211,67,28
5/10/2015,251.5,251.86,211,50,198
5/11/2015,251.5,251.85,211,49,197
5/12/2015,251.5,251.85,187,55,242
5/13/2015,251.5,251.82,153,67,32
5/14/2015,251.5,251.76,123,61,191
5/15/2015,251.5,251.73,97,52,39
5/16/2015,251.5,251.69,97,67,87
5/17/2015,251.5,251.68,97,67,101
5/18/2015,251.5,251.66,97,67,39
5/19/2015,251.5,251.65,97,67,101
5/20/2015,251.5,251.6,97,67,149
5/21/2015,251.5,251.64,97,67,415
5/22/2015,251.5,251.58,97,95,184
5/23/2015,251.5,251.56,97,51,23
5/24/2015,251.5,251.5,97,66,212
5/25/2015,251.5,251.47,97,65,26
5/26/2015,251.5,251.42,97,66,150
5/27/2015,251.5,251.44,97,84,306
5/28/2015,251.5,251.43,97,69,103
5/29/2015,251.5,251.38,97,60,156
5/30/2015,251.5,251.35,97,69,22
5/31/2015,251.5,251.31,97,82,71
6/1/2015,251.5,251.27,97,84,70
6/2/2015,251.5,251.28,97,49,209
6/3/2015,251.5,251.43,97,79,1114
6/4/2015,251.5,251.51,97,48,646
6/5/2015,251.5,251.5,97,66,100
6/6/2015,251.5,251.49,97,61,95
6/7/2015,251.5,251.45,97,76,77
6/8/2015,251.5,251.42,97,61,30
6/9/2015,251.5,251.45,97,61,346
6/10/2015,251.5,251.42,97,82,9
6/11/2015,251.5,251.39,97,70,21
6/12/2015,251.5,251.39,97,73,170
6/13/2015,251.5,251.37,97,73,44
6/14/2015,251.5,251.31,97,69,209
6/15/2015,251.5,251.27,97,79,75
6/16/2015,251.5,251.26,97,99,133
6/17/2015,251.5,251.14,97,90,564
6/18/2015,251.5,251.22,97,61,659
6/19/2015,251.5,251.46,97,67,1665
6/20/2015,251.5,251.42,97,65,88
6/21/2015,251.5,251.4,97,61,33
6/22/2015,251.5,251.35,97,64,152
6/23/2015,251.5,251.28,97,82,259
6/24/2015,251.5,251.23,97,73,143
6/25/2015,251.5,251.15,97,88,316
6/26/2015,251.5,251.17,97,69,292
6/27/2015,251.5,251.35,97,71,1294
6/28/2015,251.5,251.34,97,61,95
6/29/2015,251.5,251.3,97,61,92
6/30/2015,251.5,251.22,97,70,334
7/1/2015,251.5,251.27,97,75,485
7/2/2015,251.5,251.27,97,73,170
7/3/2015,251.5,251.31,97,67,415
7/4/2015,251.5,251.3,97,64,98
7/5/2015,251.5,251.3,97,47,144
7/6/2015,251.5,251.32,97,72,294
7/7/2015,251.5,251.26,97,68,211
7/8/2015,251.5,251.24,97,64,36
7/9/2015,251.5,251.2,97,75,78
7/10/2015,251.5,251.17,97,90,1
7/11/2015,251.5,251.15,97,61,32
7/12/2015,251.5,251.04,180,84,424
7/13/2015,251.5,251.11,172,75,685
7/14/2015,251.5,251.02,124,61,378
7/15/2015,251.5,250.95,124,46,247
7/16/2015,251.5,250.88,124,86,200
7/17/2015,251.5,250.84,124,83,27
7/18/2015,251.5,250.8,124,83,27
7/19/2015,251.5,250.83,124,63,363
7/20/2015,251.5,250.79,108,56,70
7/21/2015,251.5,250.81,97,70,284
7/22/2015,251.5,250.75,97,84,170
7/23/2015,251.5,250.95,97,67,1335
7/24/2015,251.5,250.92,97,42,37
7/25/2015,251.5,250.88,97,68,69
7/26/2015,251.5,250.85,97,97,19
7/27/2015,251.5,250.81,97,67,70
7/28/2015,251.5,250.76,97,67,128
7/29/2015,251.5,250.75,97,80,119
7/30/2015,251.5,250.74,109,67,118
7/31/2015,251.5,250.68,124,68,159
8/1/2015,251.5,250.62,123,90,138
8/2/2015,251.5,250.53,123,70,334
8/3/2015,251.5,250.48,123,82,87
8/4/2015,251.5,250.44,123,76,35
8/5/2015,251.5,250.4,123,80,31
8/6/2015,251.5,250.49,139,72,738
8/7/2015,251.5,250.45,134,85,15
8/8/2015,251.5,250.39,123,66,162
8/9/2015,251.5,250.31,123,66,279
8/10/2015,251.5,250.24,110,80,219
8/11/2015,251.5,250.29,96,73,461
8/12/2015,251.5,250.28,96,69,107
8/13/2015,251.5,250.24,96,80,58
8/14/2015,251.5,250.18,96,80,175
8/15/2015,251.5,250.13,96,66,130
8/16/2015,251.5,250.08,96,80,116
8/17/2015,251.5,250.04,96,77,61
8/18/2015,251.5,249.97,96,77,224
8/19/2015,251.5,249.99,96,65,270
8/20/2015,251.5,249.93,96,71,160
8/21/2015,251.5,249.88,96,71,106
8/22/2015,251.5,249.82,96,60,171
8/23/2015,251.5,249.75,96,89,197
8/24/2015,251.5,249.68,96,73,213
8/25/2015,251.5,249.67,95,60,101
8/26/2015,251.5,249.62,95,81,97
8/27/2015,251.5,249.56,95,65,167
8/28/2015,251.5,249.49,95,79,208
8/29/2015,251.5,249.45,95,65,58
8/30/2015,251.5,249.39,112,81,134
8/31/2015,251.5,249.54,107,60,985
9/1/2015,251.5,249.51,96,60,7
9/2/2015,251.5,249.47,96,77,45
9/3/2015,251.5,249.44,96,78,11
9/4/2015,251.5,249.4,95,66,57
9/5/2015,251.5,249.36,95,66,57
9/6/2015,251.5,249.33,95,66,3
9/7/2015,251.5,249.28,95,65,112
9/8/2015,251.5,249.23,95,65,113
9/9/2015,251.5,249.22,95,65,106
9/10/2015,251.5,249.24,95,73,277
9/11/2015,251.5,249.2,95,60,63
9/12/2015,251.5,249.18,95,74,60
9/13/2015,251.5,249.14,95,60,63
9/14/2015,251.5,249.07,95,67,220
9/15/2015,251.5,249.01,95,63,169
9/16/2015,251.5,248.97,95,76,28
9/17/2015,251.5,248.92,95,65,80
9/18/2015,251.5,248.87,95,82,64
9/19/2015,251.5,248.82,107,65,69
9/20/2015,251.5,248.77,121,75,45
9/21/2015,251.5,248.73,121,75,3
9/22/2015,251.5,248.68,121,60,60
9/23/2015,251.5,248.6,121,63,201
9/24/2015,251.5,248.54,121,85,83
9/25/2015,251.5,248.66,106,56,740
9/26/2015,251.5,248.73,94,56,487
9/27/2015,251.5,248.73,95,65,160
9/28/2015,251.5,248.73,95,64,159
9/29/2015,251.5,248.86,95,68,789
9/30/2015,251.5,248.94,95,59,540
10/1/2015,251.5,248.92,95,61,60
10/2/2015,251.5,249.17,95,64,1471
10/3/2015,251.5,250.38,96,51,6896
10/4/2015,251.5,251.17,97,60,4849
10/5/2015,251.5,251.38,97,60,1470
10/6/2015,251.5,251.44,97,69,542
10/7/2015,251.5,251.47,97,63,348
10/8/2015,251.5,251.46,97,65,99
10/9/2015,251.5,251.46,97,72,169
10/10/2015,251.5,251.45,97,65,99
10/11/2015,251.5,251.43,97,65,37
10/12/2015,251.5,251.4,97,54,37
10/13/2015,251.5,251.39,97,66,100
10/14/2015,251.5,251.37,97,71,42
10/15/2015,251.5,251.32,97,70,146
10/16/2015,251.5,251.3,97,71,43
10/17/2015,251.5,251.27,97,62,29
10/18/2015,251.5,251.22,97,65,151
10/19/2015,251.5,251.15,97,65,276
10/20/2015,251.5,251.12,97,73,18
10/21/2015,251.5,251.08,97,76,77
10/22/2015,251.5,251.06,97,77,49
10/23/2015,251.5,251.01,97,68,148
10/24/2015,251.5,250.98,97,69,13
10/25/2015,251.5,250.97,97,68,104
10/26/2015,251.5,250.92,97,65,131
10/27/2015,251.5,250.91,97,65,104
10/28/2015,251.5,251,97,65,689
10/29/2015,251.5,251.03,97,65,350
10/30/2015,251.5,251.04,97,33,193
10/31/2015,251.5,250.99,97,90,122
11/1/2015,251.5,251,97,32,185
11/2/2015,251.5,251.38,97,60,2534
11/3/2015,251.5,251.76,97,72,2547
11/4/2015,251.5,251.9,98,39,1013
11/5/2015,251.5,251.96,98,68,542
11/6/2015,251.5,251.98,98,72,295
11/7/2015,251.5,252.21,98,59,1673
11/8/2015,251.5,252.26,98,59,488
11/9/2015,251.5,252.69,98,60,3006
11/10/2015,251.5,253.69,306,37,7158
11/11/2015,251.5,253.96,515,67,2446
11/12/2015,251.5,253.8,1943,65,903
11/13/2015,251.5,253.38,3135,65,302
11/14/2015,251.5,252.95,3122,97,265
11/15/2015,251.5,252.47,3107,97,25
11/16/2015,251.5,251.98,3092,60,86
11/17/2015,251.5,251.78,1727,60,536
11/18/2015,251.5,251.69,504,62,3
11/19/2015,251.5,252.36,505,38,4867
11/20/2015,251.5,253.06,1346,71,6070
11/21/2015,251.5,252.89,2482,60,1400
11/22/2015,251.5,252.62,2477,60,749
11/23/2015,251.5,252.26,2469,60,144
11/24/2015,251.5,251.91,2460,60,235
11/25/2015,251.5,251.75,1335,60,394
11/26/2015,251.5,251.75,241,59,300
11/27/2015,251.5,251.74,241,24,202
11/28/2015,251.5,251.74,241,65,306
11/29/2015,251.5,251.72,241,65,180
11/30/2015,251.5,251.86,241,65,1182
12/1/2015,251.5,252.16,241,47,2223
12/2/2015,251.5,252.42,574,50,2346
12/3/2015,251.5,252.3,1776,65,1046
12/4/2015,251.5,252.11,1900,47,689
12/5/2015,251.5,251.94,1489,50,435
12/6/2015,251.5,251.76,1486,59,419
12/7/2015,251.5,251.64,1065,59,373
12/8/2015,251.5,251.61,417,59,288
12/9/2015,251.5,251.58,417,45,274
12/10/2015,251.5,251.58,306,72,378
12/11/2015,251.5,251.57,174,65,176
12/12/2015,251.5,251.58,97,50,210
12/13/2015,251.5,251.59,97,60,220
12/14/2015,251.5,251.6,97,60,220
12/15/2015,251.5,251.62,97,44,267
12/16/2015,251.5,251.62,97,55,152
12/17/2015,251.5,251.91,97,47,1958
12/18/2015,251.5,252.41,98,41,3418
12/19/2015,251.5,252.57,98,65,1223
12/20/2015,251.5,252.64,98,78,639
12/21/2015,251.5,252.51,1265,37,441
12/22/2015,251.5,252.84,2472,63,4721
12/23/2015,251.5,255.62,1742,43,21502
12/24/2015,251.5,258.44,639,48,23084
12/25/2015,251.5,258.94,352,54,4612
12/26/2015,251.5,259.09,352,61,1703
12/27/2015,251.5,259.19,353,50,1276
12/28/2015,251.5,259.08,1929,43,1012
12/29/2015,251.5,258.98,2961,40,2135
12/30/2015,251.5,260.13,2225,77,12376
12/31/2015,251.5,261.11,847,43,9826
1/1/2016,251.5,261.21,1839,51,2837
1/2/2016,251.5,260.75,4717,74,534
1/3/2016,251.5,260.23,6084,62,1428
1/4/2016,251.5,259.6,6051,36,509
1/5/2016,251.5,258.95,6016,45,405
1/6/2016,251.5,258.32,5980,45,726
1/7/2016,251.5,257.8,5391,64,1144
1/8/2016,251.5,257.24,4920,61,448
1/9/2016,251.5,256.67,4895,90,477
1/10/2016,251.5,256.19,4873,50,1192
1/11/2016,251.5,255.63,4724,39,535
1/12/2016,251.5,255.08,4495,50,455
1/13/2016,251.5,254.52,4325,58,358
1/14/2016,251.5,254,4014,73,371
1/15/2016,251.5,253.54,3674,41,540
1/16/2016,251.5,253.16,3128,68,573
1/17/2016,251.5,252.78,3116,38,593
1/18/2016,251.5,252.37,3104,50,438
1/19/2016,251.5,251.92,3091,66,206
1/20/2016,251.5,251.64,2115,55,419
1/21/2016,251.5,251.64,417,48,465
1/22/2016,251.5,251.8,417,57,1475
1/23/2016,251.5,251.78,418,78,371
1/24/2016,251.5,251.74,417,53,220
1/25/2016,251.5,251.77,417,44,649
1/26/2016,251.5,251.83,418,63,856
1/27/2016,251.5,252.15,418,66,2542
1/28/2016,251.5,252.36,1403,49,2843
1/29/2016,251.5,252.28,2150,54,1674
1/30/2016,251.5,252.09,2146,45,932
1/31/2016,251.5,251.87,2142,66,799
2/1/2016,251.5,251.77,1438,52,864
2/2/2016,251.5,251.68,964,52,453
2/3/2016,251.5,252.02,658,40,2833
2/4/2016,251.5,252.76,420,71,5393
2/5/2016,251.5,252.93,1136,32,2294
2/6/2016,251.5,252.77,2160,41,1141
2/7/2016,251.5,252.58,2156,41,939
2/8/2016,251.5,252.34,2151,60,621
2/9/2016,251.5,252.09,2146,40,530
2/10/2016,251.5,251.81,2141,60,416
2/11/2016,251.5,251.66,1106,50,218
2/12/2016,251.5,251.66,417,35,452
2/13/2016,251.5,251.65,417,66,420
2/14/2016,251.5,251.61,417,43,210
2/15/2016,251.5,251.62,417,51,531
2/16/2016,251.5,252.81,419,54,8215
2/17/2016,251.5,253.4,1359,54,5432
2/18/2016,251.5,253.3,2171,61,1542
